id,link,modelo,version,precio,ciudad,km,año,ESTADO,UBICACIÓN,PLACA,TIPO DE CAJA,COMBUSTIBLE,CILINDRAJE,COLOR,AIRBAGS,PUERTAS,DIRECCIÓN,
99622252-17f8-44fe-a0a1-0012a34a2a52,https://www.carroya.com/detalle/usado/mazda/cx-5/2014/bogota/99622252-17f8-44fe-a0a1-0012a34a2a52,Mazda CX-5,2.0 4x2 Automatica High,$65.300.000,Bogota,117.000 km,2014,usado,Bogota,**5 Bogota,Automática,Gasolina,2.000,Gris,,5,,
932f067a-1f12-47bc-b607-01e7afa45ba8,https://www.carroya.com/detalle/usado/mazda/3/2019/rionegro/932f067a-1f12-47bc-b607-01e7afa45ba8,Mazda 3,Touring 2.0 Sedan Manual,$68.700.000,Rionegro,64.900 km,2019,usado,Rionegro,**0 Bogota,Mecánica,Gasolina,2.000,Azul,,,,
9ff34aeb-4c26-4e98-9728-83109ed7cd14,https://www.carroya.com/detalle/usado/mazda/3/2021/barranquilla/9ff34aeb-4c26-4e98-9728-83109ed7cd14,Mazda 3,Grand Touring 2.0 Sedan Automatico,$96.000.000,Barranquilla,53.478 km,2021,usado,Barranquilla,**7 Barranquilla,Automática,Gasolina,2.000,Blanco,,4,,
446bfba0-4b6c-409c-abcc-98b107dc6de9,https://www.carroya.com/detalle/usado/mazda/2/2018/villavicencio/446bfba0-4b6c-409c-abcc-98b107dc6de9,Mazda 2,1.5 Sport Touring Aut,$56.500.000,Villavicencio,80.000 km,2018,usado,Villavicencio,**1 Ibague,Automática,Gasolina,15,Gris,,,,
225ef56a-948b-46c0-b897-f51dcd11eaff,https://www.carroya.com/detalle/usado/mazda/3/2012/yumbo/225ef56a-948b-46c0-b897-f51dcd11eaff,Mazda 3,2.0 Sedan Automatico,$39.900.000,Yumbo,124.000 km,2012,usado,Yumbo,**0 Cali,Secuencial,Gasolina,2.000,Negro,,,,
c8aec933-39a1-40e1-af21-77b3912b57c6,https://www.carroya.com/detalle/usado/mazda/cx-5/2023/bogota/c8aec933-39a1-40e1-af21-77b3912b57c6,Mazda CX-5,Grand Touring 2.5 Suv Automatica 4x2,$148.000.000,Bogota,11.635 km,2023,usado,Bogota,**0 Bogota,Automática,Gasolina,25,Rojo,,5,,
cd6fa750-2049-4be7-b9e1-2297e1802f16,https://www.carroya.com/detalle/usado/mazda/3/2017/cartagena/cd6fa750-2049-4be7-b9e1-2297e1802f16,Mazda 3,2.0 Sedan Touring,$57.000.000,Cartagena,66.700 km,2017,usado,Cartagena,**4 Barranquilla,Mecánica,Gasolina,20,Gris,,4,,
ea998a5c-a0e8-4cec-9d44-b2bc0f77bbbe,https://www.carroya.com/detalle/usado/mazda/b2200/1997/cali/ea998a5c-a0e8-4cec-9d44-b2bc0f77bbbe,Mazda B2200,4x2 Doble Cabina Mecanica,$32.000.000,Cali,320.000 km,1997,usado,Cali,**7 Cali,Mecánica,Gasolina,2.200,Blanco,,,,
c2f2583a-dbae-4026-a63f-5cc46fe41691,https://www.carroya.com/detalle/usado/mazda/3/2016/cali/c2f2583a-dbae-4026-a63f-5cc46fe41691,Mazda 3,2.0 Grand Touring Aut,$63.500.000,Cali,56.000 km,2016,usado,Cali,**8 Cali,Secuencial,Gasolina,2.000,Gris,,,,
ec9f23da-ece9-4de1-928f-bb261dd2ec29,https://www.carroya.com/detalle/usado/mazda/6/2007/bucaramanga/ec9f23da-ece9-4de1-928f-bb261dd2ec29,Mazda 6,2.3 SR Automatico,$28.000.000,Bucaramanga,131.000 km,2007,usado,Bucaramanga,**9 Bucaramanga,Automática,Gasolina,23,Negro,,,,
1c705ba2-f26d-4307-8932-41c0e40e3e16,https://www.carroya.com/detalle/usado/mazda/3-all-new/2011/barranquilla/1c705ba2-f26d-4307-8932-41c0e40e3e16,Mazda 3 All New,2.0 Sedan Automatico,$37.000.000,Barranquilla,190.000 km,2011,usado,Barranquilla,**9 Barranquilla,Automática,Gasolina,20,Gris,,,,
a76483e8-e386-4799-abd4-23966e2e1efd,https://www.carroya.com/detalle/usado/mazda/2/2022/zipaquira/a76483e8-e386-4799-abd4-23966e2e1efd,Mazda 2,Touring 1.5 Sedan Automatico,$63.500.000,Zipaquira,63.000 km,2022,usado,Zipaquira,**2 Chia,Automática,Gasolina,1.496,Rojo,,4,,
694fc6cf-bb51-453b-92f8-5d7ce47e5412,https://www.carroya.com/detalle/usado/mazda/2/2012/cali/694fc6cf-bb51-453b-92f8-5d7ce47e5412,Mazda 2,Sport Touring 1.5 Hatchback Manual,$29.000.000,Cali,136.000 km,2012,usado,Cali,**3 El cerrito,Mecánica,Gasolina,1.500,Blanco,,,,
24d7ed43-453d-4635-b7e8-9bd1ebbfe22c,https://www.carroya.com/detalle/usado/mazda/2/2022/medellin/24d7ed43-453d-4635-b7e8-9bd1ebbfe22c,Mazda 2,1.5 Sedan Aut,$68.000.000,Medellin,29.000 km,2022,usado,Medellin,**8 Medellin,Automática,Gasolina,1.500,Gris,,,,
8b01b610-c02d-44b6-b1c9-2984e728ea8f,https://www.carroya.com/detalle/usado/mazda/3/2021/cali/8b01b610-c02d-44b6-b1c9-2984e728ea8f,Mazda 3,2.0 Sport Grand Touring Aut,$85.000.000,Cali,48.800 km,2021,usado,Cali,**2 Cali,Automática,Gasolina,20,Negro,,5,,
9e0c5674-25fb-4d5f-ad15-205072465858,https://www.carroya.com/detalle/usado/mazda/cx-30/2021/bogota/9e0c5674-25fb-4d5f-ad15-205072465858,Mazda CX-30,Touring 2.0 Suv Automatico 4x2,$91.600.000,Bogota,29.000 km,2021,usado,Bogota,**4 Bogota,Secuencial,Gasolina,20,Azul,,null,,
31b4a1d8-cc0e-4864-bdfd-658af26d1d07,https://www.carroya.com/detalle/usado/mazda/cx-5/2015/bogota/31b4a1d8-cc0e-4864-bdfd-658af26d1d07,Mazda CX-5,Touring 2.0 Suv Automatico 4x2,$72.000.000,Bogota,67.000 km,2015,usado,Bogota,**0 Bogota,Automática,Gasolina,2.000,Gris,,4,,
6e04026c-997e-4a46-a6b8-074386efe568,https://www.carroya.com/detalle/usado/mazda/3-all-new/2014/pasto/6e04026c-997e-4a46-a6b8-074386efe568,Mazda 3 All New,1.6 Sedan Automatico,$44.000.000,Pasto,54.000 km,2014,usado,Pasto,**6 Pasto,Automática,Gasolina,1.600,Rojo,,,,
f7cc01cf-9abb-4020-a1b0-786bce6344e7,https://www.carroya.com/detalle/usado/mazda/cx-5/2024/cali/f7cc01cf-9abb-4020-a1b0-786bce6344e7,Mazda CX-5,Touring 2.0 Suv Automatico 4x2,$119.990.000,Cali,27.000 km,2024,usado,Cali,**0 Cali,Automática,Gasolina,2.000,Rojo,,,,
920d59cf-c05b-496b-abf1-a87a115fa1c5,https://www.carroya.com/detalle/usado/mazda/3/2016/bogota/920d59cf-c05b-496b-abf1-a87a115fa1c5,Mazda 3,2.0 Sedan Touring Aut,$62.000.000,Bogota,57.000 km,2016,usado,Bogota,**6 Bogota,Automática,Gasolina,20,Blanco,,,,
a2dfdd46-763d-48dc-a7e7-3f2185224745,https://www.carroya.com/detalle/usado/mazda/3-all-new/2013/bogota/a2dfdd46-763d-48dc-a7e7-3f2185224745,Mazda 3 All New,1.6 Sedan Mecanico,$39.000.000,Bogota,86.200 km,2013,usado,Bogota,**3 Bogota,Mecánica,Gasolina,1.600,Blanco,,,,
dd5ee07e-8115-4486-8c6b-6b03b0ee64b7,https://www.carroya.com/detalle/usado/mazda/cx-5/2019/pereira/dd5ee07e-8115-4486-8c6b-6b03b0ee64b7,Mazda CX-5,Grand Touring 2.5 Suv Automatica 4x2,$109.000.000,Pereira,73.000 km,2019,usado,Pereira,**1 Pereira,Automática,Gasolina,2.496,Blanco,,5,,
e524323b-a825-405a-96e8-5a325916de2c,https://www.carroya.com/detalle/usado/mazda/2/2016/bucaramanga/e524323b-a825-405a-96e8-5a325916de2c,Mazda 2,1.5 Sport Grand Touring,$55.900.000,Bucaramanga,68.000 km,2016,usado,Bucaramanga,**7 Bucaramanga,Automática,Gasolina,15.000,Gris,,,,
b9d271f5-80cc-4a14-9f46-d3dadc02f818,https://www.carroya.com/detalle/usado/mazda/2/2016/barranquilla/b9d271f5-80cc-4a14-9f46-d3dadc02f818,Mazda 2,1.5 Sport Aut,$49.000.000,Barranquilla,136.800 km,2016,usado,Barranquilla,**5 Guaduas,Automática,Gasolina,0,Negro,,,,
530a4177-b971-4210-9eb4-4c789f9fdb62,https://www.carroya.com/detalle/usado/mazda/2/2009/medellin/530a4177-b971-4210-9eb4-4c789f9fdb62,Mazda 2,1.5 Sedan,$35.000.000,Medellin,103.000 km,2009,usado,Medellin,**8 Envigado,Mecánica,Gasolina,1.500,Gris,,,,
6526d2e2-e5a8-4e9c-93b7-e9dd9e048c31,https://www.carroya.com/detalle/usado/mazda/cx-9/2020/medellin/6526d2e2-e5a8-4e9c-93b7-e9dd9e048c31,Mazda CX-9,2.5 T Grand Touring LX Skyactiv,$135.000.000,Medellin,44.400 km,2020,usado,Medellin,**9 Envigado,Automática,Gasolina,2.473,Blanco,,5,,
c8803036-70e3-4678-b040-11c10f3adb31,https://www.carroya.com/detalle/usado/mazda/cx-9/2018/la-estrella/c8803036-70e3-4678-b040-11c10f3adb31,Mazda CX-9,2.5 T Grand Touring LX Skyactiv,$121.900.000,La estrella,76.950 km,2018,usado,La estrella,**2 Medellin,Secuencial,Gasolina,2.500,Blanco,,5,,
08b6e2e7-ca0b-4e64-b5b9-f2c6fa966bd6,https://www.carroya.com/detalle/usado/mazda/cx-30/2022/mosquera/08b6e2e7-ca0b-4e64-b5b9-f2c6fa966bd6,Mazda CX-30,Touring 2.0 Suv Automatico 4x2,$93.700.000,Mosquera,38.500 km,2022,usado,Mosquera,**5 Funza,Automática,Gasolina,1.997,Plateado,,null,,
5a5a4101-efc1-4d36-af50-e9cfba97e721,https://www.carroya.com/detalle/usado/mazda/3/2023/cali/5a5a4101-efc1-4d36-af50-e9cfba97e721,Mazda 3,Skyactiv Touring Sedan Aut,$102.900.000,Cali,13.200 km,2023,usado,Cali,**7 Cali,Automática,Híbrido,2.000,Blanco,,,,
03e9f09b-b56f-4697-b930-5534fa02f703,https://www.carroya.com/detalle/usado/mazda/3-all-new/2014/pasto/03e9f09b-b56f-4697-b930-5534fa02f703,Mazda 3 All New,1.6 Sedan Automatico,$44.000.000,Pasto,53.000 km,2014,usado,Pasto,**6 Pasto,Automática,Gasolina,1.600,Rojo,,,,
48f9ebb0-5394-4429-9591-76b77b19ad61,https://www.carroya.com/detalle/usado/mazda/626/2004/cali/48f9ebb0-5394-4429-9591-76b77b19ad61,Mazda 626,GLX 2.0,$23.600.000,Cali,175.000 km,2004,usado,Cali,**8 Cali,Mecánica,Gasolina,2.000,Beige,,,,
8a57a9e7-2355-440f-9960-e4a762389ffa,https://www.carroya.com/detalle/usado/mazda/cx-30/2023/envigado/8a57a9e7-2355-440f-9960-e4a762389ffa,Mazda CX-30,Grand Touring 2.0 4X2 Automática Hybrid,$116.300.000,Envigado,20.660 km,2023,usado,Envigado,**5 Sabaneta,Automática,Gasolina,2.000,Rojo,,5,,
afc4d1c2-11b7-4245-b2cf-4f5c1a60d451,https://www.carroya.com/detalle/usado/mazda/b2200/2003/armenia/afc4d1c2-11b7-4245-b2cf-4f5c1a60d451,Mazda B2200,Chasis 2200,$33.000.000,Armenia,477.000 km,2003,usado,Armenia,**7 Medellin,Mecánica,Gasolina,2.200,Beige,,,,
5437b951-0d11-4f6f-81a4-36887bf13077,https://www.carroya.com/detalle/usado/mazda/3/2018/valledupar/5437b951-0d11-4f6f-81a4-36887bf13077,Mazda 3,Touring 2.0 Sedan Automatico,$64.000.000,Valledupar,124.000 km,2018,usado,Valledupar,**1 Bogota,Automática,Gasolina,2,Rojo,,4,,
4f2620f5-9ec0-4e65-938f-2792132ef376,https://www.carroya.com/detalle/usado/mazda/cx-30/2024/cali/4f2620f5-9ec0-4e65-938f-2792132ef376,Mazda CX-30,Grand Touring 2.0 4X2 Automática Hybrid,$125.000.000,Cali,11.000 km,2024,usado,Cali,**6 Cali,Automática,Híbrido,20,Gris,,,,
0b389e24-4fe2-427b-b777-dbcf1693740c,https://www.carroya.com/detalle/usado/mazda/3-all-new/2014/bogota/0b389e24-4fe2-427b-b777-dbcf1693740c,Mazda 3 All New,1.6 Sedan Automatico,$44.500.000,Bogota,98.500 km,2014,usado,Bogota,**5 Bogota,Mecánica,Gasolina,1.598,Gris,,,,
af5c8b62-06b4-4733-99ca-00c850ad9ea8,https://www.carroya.com/detalle/usado/mazda/3/2024/barranquilla/af5c8b62-06b4-4733-99ca-00c850ad9ea8,Mazda 3,2.0 Sedan Automatico,$107.000.000,Barranquilla,9.000 km,2024,usado,Barranquilla,**7 Bogota,Automática,Gasolina,2.000,Blanco,,,,
deb4d5b2-d86a-4bf0-b4e7-7d7907df8467,https://www.carroya.com/detalle/usado/mazda/3/2018/popayan/deb4d5b2-d86a-4bf0-b4e7-7d7907df8467,Mazda 3,Grand Touring 2.0 Sedan Automatico,$72.000.000,Popayan,58.000 km,2018,usado,Popayan,**4 Popayan,Automática,Gasolina,2.000,Gris,,4,,
62dcbd7d-e62d-42c7-b9a0-7a313deef60f,https://www.carroya.com/detalle/usado/mazda/3-all-new/2012/barranquilla/62dcbd7d-e62d-42c7-b9a0-7a313deef60f,Mazda 3 All New,1.6 Sedan Mecanico,$32.000.000,Barranquilla,93.996 km,2012,usado,Barranquilla,**9 Barranquilla,Mecánica,Gasolina,1.600,Gris,,,,
3c43488f-91d3-441d-a58a-07ba18aef627,https://www.carroya.com/detalle/usado/mazda/cx-5/2016/bogota/3c43488f-91d3-441d-a58a-07ba18aef627,Mazda CX-5,2.0 4x2 Automatica Mid,$75.300.000,Bogota,79.000 km,2016,usado,Bogota,**2 Bogota,Automática,Gasolina,1.998,Blanco,,,,
0e15697f-14c1-47eb-83d5-a525441bd75c,https://www.carroya.com/detalle/usado/mazda/cx-30/2023/bogota/0e15697f-14c1-47eb-83d5-a525441bd75c,Mazda CX-30,Grand Touring 2.0 4X2 Automática Hybrid,$117.500.000,Bogota,17.500 km,2023,usado,Bogota,**1 Chia,Automática,Gasolina,20,Blanco,,5,,
7b76bb58-9975-45e2-9aac-cf4b5283a3a5,https://www.carroya.com/detalle/usado/mazda/2/2018/armenia/7b76bb58-9975-45e2-9aac-cf4b5283a3a5,Mazda 2,1.5 Sport Grand Touring,$58.000.000,Armenia,80.000 km,2018,usado,Armenia,**1 Armenia,Mecánica,Gasolina,1.500,Plateado,,,,
808af394-87d5-4b82-9cd1-977beff971b7,https://www.carroya.com/detalle/usado/mazda/cx-30/2024/bogota/808af394-87d5-4b82-9cd1-977beff971b7,Mazda CX-30,Grand Touring 2.0 4X2 Automática Hybrid,$130.000.000,Bogota,7.450 km,2024,usado,Bogota,**5 Bogota,Automática,Híbrido,2.000,Rojo,,,,
a2436524-a92a-40e0-9dff-a7767445801d,https://www.carroya.com/detalle/usado/mazda/cx-9/2007/cartagena/a2436524-a92a-40e0-9dff-a7767445801d,Mazda CX-9,,$48.500.000,Cartagena,120.000 km,2007,usado,Cartagena,**4 Bogota,Automática,Gasolina,3.500,Azul,,,,
00569352-395e-4974-9bd2-3b73b827f441,https://www.carroya.com/detalle/usado/mazda/6/2004/bogota/00569352-395e-4974-9bd2-3b73b827f441,Mazda 6,2.0 Automatico,$15.500.000,Bogota,163.270 km,2004,usado,Bogota,**3 Envigado,Secuencial,Gasolina,2.300,Beige,,,,
1e8e601f-b1ea-46a9-899b-df64db739b18,https://www.carroya.com/detalle/usado/mazda/3/2017/soacha/1e8e601f-b1ea-46a9-899b-df64db739b18,Mazda 3,2.0 Grand Touring LX,$70.000.000,Soacha,88.000 km,2017,usado,Soacha,**0 Bogota,Automática,Gasolina,2.000,Gris,,4,,
7d612edb-6359-49a0-a056-62a7a23f3fa7,https://www.carroya.com/detalle/usado/mazda/3/2023/cali/7d612edb-6359-49a0-a056-62a7a23f3fa7,Mazda 3,2.0 Sedan Touring,$104.900.000,Cali,20.000 km,2023,usado,Cali,**0 Cali,Automática,Híbrido,2.000,Dorado,,,,
1b659cf9-0b1d-418a-a62a-8295745b1610,https://www.carroya.com/detalle/usado/mazda/cx-5/2018/bogota/1b659cf9-0b1d-418a-a62a-8295745b1610,Mazda CX-5,Touring 2.0 Suv Automatico 4x2,$89.000.000,Bogota,57.125 km,2018,usado,Bogota,**7 Bogota,Secuencial,Gasolina,2.000,Blanco,,5,,
027388c0-4131-452d-bef9-c06cbfd8e597,https://www.carroya.com/detalle/usado/mazda/3/2017/cali/027388c0-4131-452d-bef9-c06cbfd8e597,Mazda 3,2.0 Grand Touring Aut,$68.000.000,Cali,78.000 km,2017,usado,Cali,**6 Cali,Automática,Gasolina,1.999,Plateado,,,,
9a4d59ca-91ad-4196-a4ac-f6ad11f16b0a,https://www.carroya.com/detalle/usado/mazda/cx-5/2023/bogota/9a4d59ca-91ad-4196-a4ac-f6ad11f16b0a,Mazda CX-5,Grand Touring 2.5 Automatica 4x4 Carbon Edition,$150.990.000,Bogota,8.310 km,2023,usado,Bogota,**7 Bogota,Automática,Gasolina,25,Blanco,,5,,
d3209dda-296d-40b2-af69-8d7a8f2b210b,https://www.carroya.com/detalle/usado/mazda/cx-9/2019/cali/d3209dda-296d-40b2-af69-8d7a8f2b210b,Mazda CX-9,2.5 T Grand Touring LX Skyactiv,$127.000.000,Cali,60.000 km,2019,usado,Cali,**4 Cali,Automática,Gasolina,2.500,Blanco,,5,,
f17ce470-e3c7-4d1f-bf4f-272dc129ab2b,https://www.carroya.com/detalle/usado/mazda/cx-5/2016/bogota/f17ce470-e3c7-4d1f-bf4f-272dc129ab2b,Mazda CX-5,Grand Touring LX 2.5 Suv Automatico 4x4,$78.990.000,Bogota,105.690 km,2016,usado,Bogota,**8 Cali,Automática,Gasolina,25,Blanco,,5,,
6adc2330-929c-44bb-8f94-bc63c214134f,https://www.carroya.com/detalle/usado/mazda/3-all-new/2013/cali/6adc2330-929c-44bb-8f94-bc63c214134f,Mazda 3 All New,2.0 Sedan High Mecanico,$39.000.000,Cali,150.000 km,2013,usado,Cali,**7 Guacari,Secuencial,Gasolina,2.000,Beige,,,,
c2f00605-ed99-4271-b52e-225329ffb113,https://www.carroya.com/detalle/usado/mazda/3/2019/bogota/c2f00605-ed99-4271-b52e-225329ffb113,Mazda 3,2.0 Sedan Touring Aut,$69.000.000,Bogota,47.000 km,2019,usado,Bogota,**4 Bogota,Automática,Gasolina,20,Plateado,,,,
979fe831-e6b1-4f9a-b8a9-59c57aa7eb7d,https://www.carroya.com/detalle/usado/mazda/5/2007/bogota/979fe831-e6b1-4f9a-b8a9-59c57aa7eb7d,Mazda 5,2.0 Wagon Automatica,$32.000.000,Bogota,184.000 km,2007,usado,Bogota,**2 Chia,Automática,Gasolina,2.000,Rojo,,,,
d517cfdb-fe73-4e04-95e8-2eb1d1f31f08,https://www.carroya.com/detalle/usado/mazda/6/2008/bogota/d517cfdb-fe73-4e04-95e8-2eb1d1f31f08,Mazda 6,2.3 SR Automatico,$28.500.000,Bogota,155.000 km,2008,usado,Bogota,**3 Bogota,Automática,Gasolina,23,Gris,,,,
9aaf84c5-59c7-4082-bdea-6a5f3051d64f,https://www.carroya.com/detalle/usado/mazda/cx-3/2017/bogota/9aaf84c5-59c7-4082-bdea-6a5f3051d64f,Mazda CX-3,Touring Aut,$66.900.000,Bogota,77.000 km,2017,usado,Bogota,**7 Bogota,Automática,Gasolina,2.000,Blanco,,5,,
97d86de7-dd50-42d5-8100-bfbe306ad216,https://www.carroya.com/detalle/usado/mazda/5/2008/tunja/97d86de7-dd50-42d5-8100-bfbe306ad216,Mazda 5,2.0 Wagon Automatica,$33.000.000,Tunja,128.000 km,2008,usado,Tunja,**3 Combita,Automática,Gasolina,2.000,Azul,,,,
2aaec908-39f5-48b7-9c05-4d17029f8f19,https://www.carroya.com/detalle/usado/mazda/cx-30/2021/armenia/2aaec908-39f5-48b7-9c05-4d17029f8f19,Mazda CX-30,Grand Touring 2.0 Suv Automatico 4x2,$92.000.000,Armenia,67.664 km,2021,usado,Armenia,**5 Armenia,Automática,Gasolina,20,Gris,,null,,
4064f0ed-911a-442d-b598-cc8f05779d96,https://www.carroya.com/detalle/usado/mazda/cx-30/2022/cali/4064f0ed-911a-442d-b598-cc8f05779d96,Mazda CX-30,Grand Touring 2.5 Suv Automatico 4x2,$112.900.000,Cali,29.000 km,2022,usado,Cali,**3 Cali,Automática,Gasolina,2.500,Azul,,null,,
09debb71-682f-4056-8244-190467183ca3,https://www.carroya.com/detalle/usado/mazda/b2200/2007/santa-marta/09debb71-682f-4056-8244-190467183ca3,Mazda B2200,4x2 Doble Cabina Mecanica,$27.500.000,Santa marta,153.700 km,2007,usado,Santa marta,**8 Floridablanca,Mecánica,Gasolina,2.200,Blanco,,,,
470f381b-e92c-40df-85c9-8fdbf93f5fe5,https://www.carroya.com/detalle/usado/mazda/2/2021/cali/470f381b-e92c-40df-85c9-8fdbf93f5fe5,Mazda 2,Grand Touring LX 1.5 Sedan Automatico,$72.900.000,Cali,28.500 km,2021,usado,Cali,**3 Cali,Automática,Gasolina,1.500,Blanco,,4,,
dd859a57-d8bf-4350-9c93-16f5a990a2d7,https://www.carroya.com/detalle/usado/mazda/3/2023/bogota/dd859a57-d8bf-4350-9c93-16f5a990a2d7,Mazda 3,Touring 2.0 Sedan Automatico,$106.200.000,Bogota,9.400 km,2023,usado,Bogota,**4 Bogota,Automática,Híbrido,2.000,Gris,,4,,
94999b77-89e1-42f1-acc3-b3fad0a3e200,https://www.carroya.com/detalle/usado/mazda/2/2018/pereira/94999b77-89e1-42f1-acc3-b3fad0a3e200,Mazda 2,Touring,$60.000.000,Pereira,34.000 km,2018,usado,Pereira,**2 Pereira,Mecánica,Gasolina,1.498,Blanco,,5,,
f73913ab-f421-44ff-aa20-0fda93be93fb,https://www.carroya.com/detalle/usado/mazda/2/2023/cali/f73913ab-f421-44ff-aa20-0fda93be93fb,Mazda 2,1.5 Sport Grand Touring Aut LX,$81.000.000,Cali,32.000 km,2023,usado,Cali,**3 Cali,Automática,Gasolina,1.500,Rojo,,,,
c715f54f-7590-4827-a362-f5eaa9c644ea,https://www.carroya.com/detalle/usado/mazda/cx-30/2023/barranquilla/c715f54f-7590-4827-a362-f5eaa9c644ea,Mazda CX-30,Grand Touring LX 2.5 Suv Automatico 4x4,$123.000.000,Barranquilla,35.000 km,2023,usado,Barranquilla,**8 Barranquilla,Automática,Gasolina,25,Plateado,,null,,
687f992d-4127-46d9-aec0-a6d9bcb18e10,https://www.carroya.com/detalle/usado/mazda/3/2017/pereira/687f992d-4127-46d9-aec0-a6d9bcb18e10,Mazda 3,2.0 Sedan Prime,$60.000.000,Pereira,62.000 km,2017,usado,Pereira,**0 Pereira,Automática,Gasolina,2.000,Blanco,,4,,
479ab4c6-ca42-45fb-9883-d620934e6ca2,https://www.carroya.com/detalle/usado/mazda/cx-5/2022/cali/479ab4c6-ca42-45fb-9883-d620934e6ca2,Mazda CX-5,2.5 AWD Grand Touring,$140.000.000,Cali,40.000 km,2022,usado,Cali,**2 Cali,Automática,Gasolina,2.500,Gris,,null,,
9c282738-0cea-41b3-af75-566693bba229,https://www.carroya.com/detalle/usado/mazda/3/2017/pereira/9c282738-0cea-41b3-af75-566693bba229,Mazda 3,2.0 Sedan Prime,$60.000.000,Pereira,62.000 km,2017,usado,Pereira,**0 Pereira,Automática,Gasolina,2.000,Blanco,,4,,
1daa5f0e-5ef1-4fc0-a02a-a223c13e944e,https://www.carroya.com/detalle/usado/mazda/626/2002/cali/1daa5f0e-5ef1-4fc0-a02a-a223c13e944e,Mazda 626,Nuevo Milenio 2.0 Mecanico,$18.000.000,Cali,130.000 km,2002,usado,Cali,**4 Tulua,Mecánica,Gasolina,1.950,Blanco,,,,
b98b9e84-7647-43c7-9557-0eded70b7e95,https://www.carroya.com/detalle/usado/mazda/3/2017/cali/b98b9e84-7647-43c7-9557-0eded70b7e95,Mazda 3,2.0 Sport Touring Automatico,$65.000.000,Cali,100.000 km,2017,usado,Cali,**7 Bogota,Automática,Gasolina,2.000,Blanco,,5,,
c3ec19f1-2862-4996-8d54-3b98f85672be,https://www.carroya.com/detalle/usado/mazda/cx-30/2021/cali/c3ec19f1-2862-4996-8d54-3b98f85672be,Mazda CX-30,Touring 2.0 Suv Automatico 4x2,$98.600.000,Cali,25.000 km,2021,usado,Cali,**1 Cali,Automática,Gasolina,2.000,Blanco,,null,,
579a122d-15db-4618-bb69-b686a5793706,https://www.carroya.com/detalle/usado/mazda/cx-5/2019/cucuta/579a122d-15db-4618-bb69-b686a5793706,Mazda CX-5,2.5 AWD Grand Touring,$106.000.000,Cucuta,20.000 km,2019,usado,Cucuta,**1 Villa del rosario,Automática,Gasolina,25,Otro,,,,
d3035470-dd2d-456e-96de-2cd3521eb799,https://www.carroya.com/detalle/usado/mazda/cx-5/2015/bogota/d3035470-dd2d-456e-96de-2cd3521eb799,Mazda CX-5,2.0 4x2 Prime,$76.000.000,Bogota,49.000 km,2015,usado,Bogota,**7 Bogota,Automática,Gasolina,20,Gris,,4,,
b6a120ba-50c2-46be-83cb-0527dd34f7e0,https://www.carroya.com/detalle/usado/mazda/cx-5/2018/bucaramanga/b6a120ba-50c2-46be-83cb-0527dd34f7e0,Mazda CX-5,2.5 AWD Grand Touring,$100.000.000,Bucaramanga,83.000 km,2018,usado,Bucaramanga,**2 Bucaramanga,Secuencial,Gasolina,2.500,Rojo,,,,
46b69800-7c15-4a5d-9d54-73535e395ac9,https://www.carroya.com/detalle/usado/mazda/2/2018/cartagena/46b69800-7c15-4a5d-9d54-73535e395ac9,Mazda 2,1.5 Sport Touring Aut,$60.000.000,Cartagena,59.900 km,2018,usado,Cartagena,**7 Turbaco,Automática,Gasolina,1.500,Blanco,,,,
d1e738bd-c6a4-4b8d-a0dd-b81228117106,https://www.carroya.com/detalle/usado/mazda/3/2017/cali/d1e738bd-c6a4-4b8d-a0dd-b81228117106,Mazda 3,2.0 Sedan Touring Aut,$60.000.000,Cali,128.000 km,2017,usado,Cali,**1 Cali,Automática,Gasolina,20,Blanco,,,,
ba9a80f4-44e3-404c-91ac-eea5bbe58842,https://www.carroya.com/detalle/usado/mazda/3/2018/cali/ba9a80f4-44e3-404c-91ac-eea5bbe58842,Mazda 3,2.0 Grand Touring Aut,$70.500.000,Cali,92.000 km,2018,usado,Cali,**1 Cali,Automática,Gasolina,2.000,Gris,,,,
0fbeb84a-3b36-499e-9d4b-255464abf687,https://www.carroya.com/detalle/usado/mazda/6/2018/bucaramanga/0fbeb84a-3b36-499e-9d4b-255464abf687,Mazda 6,2.5 Aut Grand Touring,$75.000.000,Bucaramanga,44.000 km,2018,usado,Bucaramanga,**5 Bucaramanga,Secuencial,Gasolina,2.500,Beige,,,,
698b4321-06bc-4ab7-b0f0-6d6675a05d56,https://www.carroya.com/detalle/usado/mazda/3/2022/bogota/698b4321-06bc-4ab7-b0f0-6d6675a05d56,Mazda 3,2.0 Sedan Touring,$88.000.000,Bogota,25.500 km,2022,usado,Bogota,**8 Chia,Automática,Gasolina,2.000,Gris,,4,,
be1d2fca-bce4-4da0-9f81-3ef31259c001,https://www.carroya.com/detalle/usado/mazda/3/2018/neiva/be1d2fca-bce4-4da0-9f81-3ef31259c001,Mazda 3,2.0 Sport Automatico,$70.000.000,Neiva,88.000 km,2018,usado,Neiva,**7 Bogota,Automática,Gasolina,2.000,Blanco,,,,
